Time,PX,PY,PZ,TX,TY,TZ,AltP
6.780,272.5,-3.1,2557.6,1000.0,0.0,0.0,2556.5
6.785,272.7,-3.1,2558.7,1000.0,0.0,0.0,2557.5
6.790,272.8,-3.1,2559.7,1000.0,0.0,0.0,2558.5
6.795,272.9,-3.1,2560.7,1000.0,0.0,0.0,2559.5
6.800,273.0,-3.1,2561.8,1000.0,0.0,0.0,2560.5
6.805,273.2,-3.1,2562.8,1000.0,0.0,0.0,2562.0
6.810,273.3,-3.1,2563.8,1000.0,0.0,0.0,2563.0
6.815,273.4,-3.1,2564.8,1000.0,0.0,0.0,2564.0
6.820,273.5,-3.1,2565.9,1000.0,0.0,0.0,2565.0
6.825,273.7,-3.1,2566.9,1000.0,0.0,0.0,2566.0
6.830,273.8,-3.1,2567.9,1000.0,0.0,0.0,2567.0
6.835,273.9,-3.1,2569.0,1000.0,0.0,0.0,2568.0
6.840,274.1,-3.1,2570.0,1000.0,0.0,0.0,2569.0
6.845,274.2,-3.1,2571.0,1000.0,0.0,0.0,2570.0
6.850,274.3,-3.1,2572.0,1000.0,0.0,0.0,2571.0
6.855,274.4,-3.1,2573.1,1000.0,0.0,0.0,2572.0
6.860,274.6,-3.1,2574.1,1000.0,0.0,0.0,2573.0
6.865,274.7,-3.1,2575.1,1000.0,0.0,0.0,2574.0
6.870,274.8,-3.1,2576.1,1000.0,0.0,0.0,2575.0
6.875,274.9,-3.1,2577.1,1000.0,0.0,0.0,2576.0
6.880,275.1,-3.1,2578.2,1000.0,0.0,0.0,2577.0
6.885,275.2,-3.1,2579.2,1000.0,0.0,0.0,2578.0
6.890,275.3,-3.1,2580.2,1000.0,0.0,0.0,2579.0
6.895,275.4,-3.1,2581.2,1000.0,0.0,0.0,2580.0
6.900,275.6,-3.1,2582.2,1000.0,0.0,0.0,2581.0
6.905,275.7,-3.1,2583.3,1000.0,0.0,0.0,2582.0
6.910,275.8,-3.1,2584.3,1000.0,0.0,0.0,2583.5
6.915,275.9,-3.1,2585.3,1000.0,0.0,0.0,2584.5
6.920,276.1,-3.1,2586.3,1000.0,0.0,0.0,2585.5
6.925,276.2,-3.1,2587.3,1000.0,0.0,0.0,2586.5
6.930,276.3,-3.1,2588.3,1000.0,0.0,0.0,2587.5
6.935,276.5,-3.1,2589.4,1000.0,0.0,0.0,2588.5
6.940,276.6,-3.1,2590.4,1000.0,0.0,0.0,2589.5
6.945,276.7,-3.1,2591.4,1000.0,0.0,0.0,2590.5
6.950,276.8,-3.1,2592.4,1000.0,0.0,0.0,2591.5
6.955,277.0,-3.1,2593.4,1000.0,0.0,0.0,2592.5
6.960,277.1,-3.1,2594.4,1000.0,0.0,0.0,2593.5
6.965,277.2,-3.1,2595.4,1000.0,0.0,0.0,2594.5
6.970,277.3,-3.1,2596.4,1000.0,0.0,0.0,2595.5
6.975,277.5,-3.1,2597.5,1000.0,0.0,0.0,2596.5
6.980,277.6,-3.1,2598.5,1000.0,0.0,0.0,2597.5
6.985,277.7,-3.1,2599.5,1000.0,0.0,0.0,2598.5
6.990,277.8,-3.1,2600.5,1000.0,0.0,0.0,2599.5
6.995,278.0,-3.1,2601.5,1000.0,0.0,0.0,2600.5
7.000,278.1,-3.1,2602.5,1000.0,0.0,0.0,2601.5
7.005,278.2,-3.1,2603.5,1000.0,0.0,0.0,2602.5
7.010,278.3,-3.1,2604.5,1000.0,0.0,0.0,2603.5
7.015,278.5,-3.1,2605.5,1000.0,0.0,0.0,2604.5
7.020,278.6,-3.1,2606.5,1000.0,0.0,0.0,2605.5
7.025,278.7,-3.1,2607.5,1000.0,0.0,0.0,2606.5
7.030,278.8,-3.1,2608.5,1000.0,0.0,0.0,2607.5
7.035,279.0,-3.1,2609.5,1000.0,0.0,0.0,2608.5
7.040,279.1,-3.1,2610.5,1000.0,0.0,0.0,2609.5
7.045,279.2,-3.1,2611.5,1000.0,0.0,0.0,2610.5
7.050,279.3,-3.1,2612.5,1000.0,0.0,0.0,2611.5
7.055,279.5,-3.1,2613.6,1000.0,0.0,0.0,2612.5
7.060,279.6,-3.1,2614.6,1000.0,0.0,0.0,2613.5
7.065,279.7,-3.1,2615.6,1000.0,0.0,0.0,2614.5
7.070,279.8,-3.1,2616.6,1000.0,0.0,0.0,2615.5
7.075,280.0,-3.1,2617.6,1000.0,0.0,0.0,2616.5
7.080,280.1,-3.1,2618.6,1000.0,0.0,0.0,2617.5
7.085,280.2,-3.1,2619.6,1000.0,0.0,0.0,2618.5
7.090,280.3,-3.1,2620.6,1000.0,0.0,0.0,2619.5
7.095,280.5,-3.1,2621.5,1000.0,0.0,0.0,2620.5
7.100,280.6,-3.1,2622.5,1000.0,0.0,0.0,2621.5
7.105,280.7,-3.1,2623.5,1000.0,0.0,0.0,2622.5
7.110,280.8,-3.1,2624.5,1000.0,0.0,0.0,2623.5
7.115,281.0,-3.1,2625.5,1000.0,0.0,0.0,2624.5
7.120,281.1,-3.1,2626.5,1000.0,0.0,0.0,2625.5
7.125,281.2,-3.1,2627.5,1000.0,0.0,0.0,2626.5
7.130,281.3,-3.1,2628.5,1000.0,0.0,0.0,2627.5
7.135,281.5,-3.1,2629.5,1000.0,0.0,0.0,2628.5
7.140,281.6,-3.1,2630.5,1000.0,0.0,0.0,2629.5
7.145,281.7,-3.1,2631.5,1000.0,0.0,0.0,2630.5
7.150,281.8,-3.1,2632.5,1000.0,0.0,0.0,2631.5
7.155,281.9,-3.1,2633.5,1000.0,0.0,0.0,2632.5
7.160,282.1,-3.1,2634.5,1000.0,0.0,0.0,2633.5
7.165,282.2,-3.1,2635.5,1000.0,0.0,0.0,2634.5
7.170,282.3,-3.1,2636.5,1000.0,0.0,0.0,2635.5
7.175,282.4,-3.1,2637.4,1000.0,0.0,0.0,2636.5
7.180,282.6,-3.1,2638.4,1000.0,0.0,0.0,2637.5
7.185,282.7,-3.1,2639.4,1000.0,0.0,0.0,2638.5
7.190,282.8,-3.1,2640.4,1000.0,0.0,0.0,2639.5
7.195,282.9,-3.1,2641.4,1000.0,0.0,0.0,2640.5
7.200,283.1,-3.1,2642.4,1000.0,0.0,0.0,2641.5
7.205,283.2,-3.1,2643.4,1000.0,0.0,0.0,2642.5
7.210,283.3,-3.1,2644.4,1000.0,0.0,0.0,2643.5
7.215,283.4,-3.1,2645.3,1000.0,0.0,0.0,2644.5
7.220,283.6,-3.1,2646.3,1000.0,0.0,0.0,2645.5
7.225,283.7,-3.1,2647.3,1000.0,0.0,0.0,2646.5
7.230,283.8,-3.1,2648.3,1000.0,0.0,0.0,2647.5
7.235,283.9,-3.1,2649.3,1000.0,0.0,0.0,2648.5
7.240,284.1,-3.1,2650.3,1000.0,0.0,0.0,2649.5
7.245,284.2,-3.1,2651.2,1000.0,0.0,0.0,2650.5
7.250,284.3,-3.1,2652.2,1000.0,0.0,0.0,2651.0
7.255,284.4,-3.1,2653.2,1000.0,0.0,0.0,2652.0
7.260,284.5,-3.1,2654.2,1000.0,0.0,0.0,2653.0
7.265,284.7,-3.1,2655.2,1000.0,0.0,0.0,2654.0
7.270,284.8,-3.1,2656.1,1000.0,0.0,0.0,2655.0
7.275,284.9,-3.1,2657.1,1000.0,0.0,0.0,2656.0
7.280,285.0,-3.1,2658.1,1000.0,0.0,0.0,2657.0
7.285,285.2,-3.1,2659.1,1000.0,0.0,0.0,2658.0
7.290,285.3,-3.1,2660.1,1000.0,0.0,0.0,2659.0
7.295,285.4,-3.1,2661.0,1000.0,0.0,0.0,2660.0
7.300,285.5,-3.1,2662.0,1000.0,0.0,0.0,2661.0
7.305,285.7,-3.1,2663.0,1000.0,0.0,0.0,2662.0
7.310,285.8,-3.1,2664.0,1000.0,0.0,0.0,2663.0
7.315,285.9,-3.1,2664.9,1000.0,0.0,0.0,2664.0
7.320,286.0,-3.2,2665.9,1000.0,0.0,0.0,2665.0
7.325,286.1,-3.2,2666.9,1000.0,0.0,0.0,2666.0
7.330,286.3,-3.2,2667.9,1000.0,0.0,0.0,2667.0
7.335,286.4,-3.2,2668.8,1000.0,0.0,0.0,2668.0
7.340,286.5,-3.2,2669.8,1000.0,0.0,0.0,2669.0
7.345,286.6,-3.2,2670.8,1000.0,0.0,0.0,2670.0
7.350,286.8,-3.2,2671.7,1000.0,0.0,0.0,2671.0
7.355,286.9,-3.2,2672.7,1000.0,0.0,0.0,2671.5
7.360,287.0,-3.2,2673.7,1000.0,0.0,0.0,2672.5
7.365,287.1,-3.2,2674.7,1000.0,0.0,0.0,2673.5
7.370,287.3,-3.2,2675.6,1000.0,0.0,0.0,2674.5
7.375,287.4,-3.2,2676.6,1000.0,0.0,0.0,2675.5
7.380,287.5,-3.2,2677.6,1000.0,0.0,0.0,2676.5
7.385,287.6,-3.2,2678.5,1000.0,0.0,0.0,2677.5
7.390,287.7,-3.2,2679.5,1000.0,0.0,0.0,2678.5
7.395,287.9,-3.2,2680.5,1000.0,0.0,0.0,2679.5
7.400,288.0,-3.2,2681.4,1000.0,0.0,0.0,2680.5
7.405,288.1,-3.2,2682.4,1000.0,0.0,0.0,2681.5
7.410,288.2,-3.2,2683.4,1000.0,0.0,0.0,2682.5
7.415,288.4,-3.2,2684.3,1000.0,0.0,0.0,2683.5
7.420,288.5,-3.2,2685.3,1000.0,0.0,0.0,2684.5
7.425,288.6,-3.2,2686.3,1000.0,0.0,0.0,2685.5
7.430,288.7,-3.2,2687.2,1000.0,0.0,0.0,2686.5
7.435,288.8,-3.2,2688.2,1000.0,0.0,0.0,2687.0
7.440,289.0,-3.2,2689.1,1000.0,0.0,0.0,2688.0
7.445,289.1,-3.2,2690.1,1000.0,0.0,0.0,2689.0
7.450,289.2,-3.2,2691.1,1000.0,0.0,0.0,2690.0
7.455,289.3,-3.2,2692.0,1000.0,0.0,0.0,2691.0
7.460,289.5,-3.2,2693.0,1000.0,0.0,0.0,2692.0
7.465,289.6,-3.2,2693.9,1000.0,0.0,0.0,2693.0
7.470,289.7,-3.2,2694.9,1000.0,0.0,0.0,2694.0
7.475,289.8,-3.2,2695.9,1000.0,0.0,0.0,2695.0
7.480,289.9,-3.2,2696.8,1000.0,0.0,0.0,2696.0
7.485,290.1,-3.2,2697.8,1000.0,0.0,0.0,2697.0
7.490,290.2,-3.2,2698.7,1000.0,0.0,0.0,2698.0
7.495,290.3,-3.2,2699.7,1000.0,0.0,0.0,2698.5
7.500,290.4,-3.2,2700.6,1000.0,0.0,0.0,2699.5
7.505,290.6,-3.2,2701.6,1000.0,0.0,0.0,2700.5
7.510,290.7,-3.2,2702.6,1000.0,0.0,0.0,2701.5
7.515,290.8,-3.2,2703.5,1000.0,0.0,0.0,2702.5
7.520,290.9,-3.2,2704.5,1000.0,0.0,0.0,2703.5
7.525,291.0,-3.2,2705.4,1000.0,0.0,0.0,2704.5
7.530,291.2,-3.2,2706.4,1000.0,0.0,0.0,2705.5
7.535,291.3,-3.2,2707.3,1000.0,0.0,0.0,2706.5
7.540,291.4,-3.2,2708.3,1000.0,0.0,0.0,2707.5
7.545,291.5,-3.2,2709.2,1000.0,0.0,0.0,2708.5
7.550,291.7,-3.2,2710.2,1000.0,0.0,0.0,2709.0
7.555,291.8,-3.2,2711.1,1000.0,0.0,0.0,2710.0
7.560,291.9,-3.2,2712.1,1000.0,0.0,0.0,2711.0
7.565,292.0,-3.2,2713.0,1000.0,0.0,0.0,2712.0
7.570,292.1,-3.2,2714.0,1000.0,0.0,0.0,2713.0
7.575,292.3,-3.2,2714.9,1000.0,0.0,0.0,2714.0
7.580,292.4,-3.2,2715.9,1000.0,0.0,0.0,2715.0
7.585,292.5,-3.2,2716.8,1000.0,0.0,0.0,2716.0
7.590,292.6,-3.2,2717.8,1000.0,0.0,0.0,2717.0
7.595,292.7,-3.2,2718.7,1000.0,0.0,0.0,2718.0
7.600,292.9,-3.2,2719.7,1000.0,0.0,0.0,2718.5
7.605,293.0,-3.2,2720.6,1000.0,0.0,0.0,2719.5
7.610,293.1,-3.2,2721.6,1000.0,0.0,0.0,2720.5
7.615,293.2,-3.2,2722.5,1000.0,0.0,0.0,2721.5
7.620,293.3,-3.2,2723.4,1000.0,0.0,0.0,2722.5
7.625,293.5,-3.2,2724.4,1000.0,0.0,0.0,2723.5
7.630,293.6,-3.2,2725.3,1000.0,0.0,0.0,2724.5
7.635,293.7,-3.2,2726.3,1000.0,0.0,0.0,2725.5
7.640,293.8,-3.2,2727.2,1000.0,0.0,0.0,2726.5
7.645,294.0,-3.2,2728.2,1000.0,0.0,0.0,2727.0
7.650,294.1,-3.2,2729.1,1000.0,0.0,0.0,2728.0
7.655,294.2,-3.2,2730.0,1000.0,0.0,0.0,2729.0
7.660,294.3,-3.2,2731.0,1000.0,0.0,0.0,2730.0
7.665,294.4,-3.2,2731.9,1000.0,0.0,0.0,2731.0
7.670,294.6,-3.2,2732.9,1000.0,0.0,0.0,2732.0
7.675,294.7,-3.2,2733.8,1000.0,0.0,0.0,2733.0
7.680,294.8,-3.2,2734.7,1000.0,0.0,0.0,2734.0
7.685,294.9,-3.2,2735.7,1000.0,0.0,0.0,2734.5
7.690,295.0,-3.2,2736.6,1000.0,0.0,0.0,2735.5
7.695,295.2,-3.2,2737.5,1000.0,0.0,0.0,2736.5
7.700,295.3,-3.2,2738.5,1000.0,0.0,0.0,2737.5
7.705,295.4,-3.2,2739.4,1000.0,0.0,0.0,2738.5
7.710,295.5,-3.2,2740.4,1000.0,0.0,0.0,2739.5
7.715,295.6,-3.2,2741.3,1000.0,0.0,0.0,2740.5
7.720,295.8,-3.2,2742.2,1000.0,0.0,0.0,2741.5
7.725,295.9,-3.2,2743.2,1000.0,0.0,0.0,2742.0
7.730,296.0,-3.2,2744.1,1000.0,0.0,0.0,2743.0
7.735,296.1,-3.2,2745.0,1000.0,0.0,0.0,2744.0
7.740,296.2,-3.2,2746.0,1000.0,0.0,0.0,2745.0
7.745,296.4,-3.2,2746.9,1000.0,0.0,0.0,2746.0
7.750,296.5,-3.2,2747.8,1000.0,0.0,0.0,2747.0
7.755,296.6,-3.2,2748.8,1000.0,0.0,0.0,2748.0
7.760,296.7,-3.2,2749.7,1000.0,0.0,0.0,2749.0
7.765,296.8,-3.2,2750.6,1000.0,0.0,0.0,2749.5
7.770,297.0,-3.2,2751.5,1000.0,0.0,0.0,2750.5
7.775,297.1,-3.2,2752.5,1000.0,0.0,0.0,2751.5
7.780,297.2,-3.2,2753.4,1000.0,0.0,0.0,2752.5
7.785,297.3,-3.2,2754.3,1000.0,0.0,0.0,2753.5
7.790,297.4,-3.2,2755.3,1000.0,0.0,0.0,2754.5
7.795,297.6,-3.2,2756.2,1000.0,0.0,0.0,2755.5
7.800,297.7,-3.2,2757.1,1000.0,0.0,0.0,2756.0
7.805,297.8,-3.2,2758.0,1000.0,0.0,0.0,2757.0
7.810,297.9,-3.2,2759.0,1000.0,0.0,0.0,2758.0
7.815,298.0,-3.2,2759.9,1000.0,0.0,0.0,2759.0
7.820,298.2,-3.2,2760.8,1000.0,0.0,0.0,2760.0
7.825,298.3,-3.2,2761.7,1000.0,0.0,0.0,2761.0
7.830,298.4,-3.2,2762.7,1000.0,0.0,0.0,2761.5
7.835,298.5,-3.2,2763.6,1000.0,0.0,0.0,2762.5
7.840,298.6,-3.2,2764.5,1000.0,0.0,0.0,2763.5
7.845,298.8,-3.2,2765.4,1000.0,0.0,0.0,2764.5
7.850,298.9,-3.2,2766.3,1000.0,0.0,0.0,2765.5
7.855,299.0,-3.2,2767.3,1000.0,0.0,0.0,2766.5
7.860,299.1,-3.2,2768.2,1000.0,0.0,0.0,2767.5
7.865,299.2,-3.2,2769.1,1000.0,0.0,0.0,2768.0
7.870,299.4,-3.2,2770.0,1000.0,0.0,0.0,2769.0
7.875,299.5,-3.2,2771.0,1000.0,0.0,0.0,2770.0
7.880,299.6,-3.2,2771.9,1000.0,0.0,0.0,2771.0
7.885,299.7,-3.2,2772.8,1000.0,0.0,0.0,2772.0
7.890,299.8,-3.2,2773.7,1000.0,0.0,0.0,2773.0
7.895,300.0,-3.2,2774.6,1000.0,0.0,0.0,2773.5
7.900,300.1,-3.2,2775.5,1000.0,0.0,0.0,2774.5
7.905,300.2,-3.2,2776.5,1000.0,0.0,0.0,2775.5
7.910,300.3,-3.2,2777.4,1000.0,0.0,0.0,2776.5
7.915,300.4,-3.2,2778.3,1000.0,0.0,0.0,2777.5
7.920,300.6,-3.2,2779.2,1000.0,0.0,0.0,2778.5
7.925,300.7,-3.2,2780.1,1000.0,0.0,0.0,2779.0
7.930,300.8,-3.2,2781.0,1000.0,0.0,0.0,2780.0
7.935,300.9,-3.2,2781.9,1000.0,0.0,0.0,2781.0
7.940,301.0,-3.2,2782.9,1000.0,0.0,0.0,2782.0
7.945,301.2,-3.2,2783.8,1000.0,0.0,0.0,2783.0
7.950,301.3,-3.2,2784.7,1000.0,0.0,0.0,2784.0
7.955,301.4,-3.2,2785.6,1000.0,0.0,0.0,2784.5
7.960,301.5,-3.2,2786.5,1000.0,0.0,0.0,2785.5
7.965,301.6,-3.2,2787.4,1000.0,0.0,0.0,2786.5
7.970,301.7,-3.2,2788.3,1000.0,0.0,0.0,2787.5
7.975,301.9,-3.2,2789.2,1000.0,0.0,0.0,2788.5
7.980,302.0,-3.2,2790.1,1000.0,0.0,0.0,2789.0
7.985,302.1,-3.2,2791.1,1000.0,0.0,0.0,2790.0
7.990,302.2,-3.2,2792.0,1000.0,0.0,0.0,2791.0
7.995,302.3,-3.2,2792.9,1000.0,0.0,0.0,2792.0
8.000,302.5,-3.2,2793.8,1000.0,0.0,0.0,2793.0
8.005,302.6,-3.2,2794.7,1000.0,0.0,0.0,2794.0
8.010,302.7,-3.2,2795.6,1000.0,0.0,0.0,2794.5
8.015,302.8,-3.2,2796.5,1000.0,0.0,0.0,2795.5
8.020,302.9,-3.2,2797.4,1000.0,0.0,0.0,2796.5
8.025,303.1,-3.2,2798.3,1000.0,0.0,0.0,2797.5
8.030,303.2,-3.2,2799.2,1000.0,0.0,0.0,2798.5
8.035,303.3,-3.2,2800.1,1000.0,0.0,0.0,2799.0
8.040,303.4,-3.2,2801.0,1000.0,0.0,0.0,2800.0
8.045,303.5,-3.2,2801.9,1000.0,0.0,0.0,2801.0
8.050,303.6,-3.2,2802.8,1000.0,0.0,0.0,2802.0
8.055,303.8,-3.2,2803.7,1000.0,0.0,0.0,2803.0
8.060,303.9,-3.2,2804.6,1000.0,0.0,0.0,2803.5
8.065,304.0,-3.2,2805.5,1000.0,0.0,0.0,2804.5
8.070,304.1,-3.2,2806.4,1000.0,0.0,0.0,2805.5
8.075,304.2,-3.2,2807.3,1000.0,0.0,0.0,2806.5
8.080,304.4,-3.2,2808.2,1000.0,0.0,0.0,2807.5
8.085,304.5,-3.2,2809.1,1000.0,0.0,0.0,2808.0
8.090,304.6,-3.2,2810.0,1000.0,0.0,0.0,2809.0
8.095,304.7,-3.2,2810.9,1000.0,0.0,0.0,2810.0
8.100,304.8,-3.2,2811.8,1000.0,0.0,0.0,2811.0
8.105,304.9,-3.2,2812.7,1000.0,0.0,0.0,2812.0
8.110,305.1,-3.2,2813.6,1000.0,0.0,0.0,2812.5
8.115,305.2,-3.2,2814.5,1000.0,0.0,0.0,2813.5
8.120,305.3,-3.2,2815.4,1000.0,0.0,0.0,2814.5
8.125,305.4,-3.2,2816.3,1000.0,0.0,0.0,2815.5
8.130,305.5,-3.2,2817.2,1000.0,0.0,0.0,2816.5
8.135,305.7,-3.2,2818.1,1000.0,0.0,0.0,2817.0
8.140,305.8,-3.2,2819.0,1000.0,0.0,0.0,2818.0
8.145,305.9,-3.2,2819.9,1000.0,0.0,0.0,2819.0
8.150,306.0,-3.2,2820.8,1000.0,0.0,0.0,2820.0
8.155,306.1,-3.2,2821.7,1000.0,0.0,0.0,2821.0
8.160,306.2,-3.2,2822.6,1000.0,0.0,0.0,2821.5
8.165,306.4,-3.2,2823.5,1000.0,0.0,0.0,2822.5
8.170,306.5,-3.2,2824.4,1000.0,0.0,0.0,2823.5
8.175,306.6,-3.2,2825.3,1000.0,0.0,0.0,2824.5
8.180,306.7,-3.2,2826.1,1000.0,0.0,0.0,2825.5
8.185,306.8,-3.2,2827.0,1000.0,0.0,0.0,2826.0
8.190,306.9,-3.2,2827.9,1000.0,0.0,0.0,2827.0
8.195,307.1,-3.2,2828.8,1000.0,0.0,0.0,2828.0
8.200,307.2,-3.2,2829.7,1000.0,0.0,0.0,2829.0
8.205,307.3,-3.2,2830.6,1000.0,0.0,0.0,2829.5
8.210,307.4,-3.2,2831.5,1000.0,0.0,0.0,2830.5
8.215,307.5,-3.2,2832.4,1000.0,0.0,0.0,2831.5
8.220,307.7,-3.2,2833.3,1000.0,0.0,0.0,2832.5
8.225,307.8,-3.2,2834.1,1000.0,0.0,0.0,2833.5
8.230,307.9,-3.2,2835.0,1000.0,0.0,0.0,2834.0
8.235,308.0,-3.2,2835.9,1000.0,0.0,0.0,2835.0
8.240,308.1,-3.2,2836.8,1000.0,0.0,0.0,2836.0
8.245,308.2,-3.2,2837.7,1000.0,0.0,0.0,2837.0
8.250,308.4,-3.2,2838.6,1000.0,0.0,0.0,2837.5
8.255,308.5,-3.2,2839.5,1000.0,0.0,0.0,2838.5
8.260,308.6,-3.2,2840.3,1000.0,0.0,0.0,2839.5
8.265,308.7,-3.2,2841.2,1000.0,0.0,0.0,2840.5
8.270,308.8,-3.2,2842.1,1000.0,0.0,0.0,2841.0
8.275,308.9,-3.2,2843.0,1000.0,0.0,0.0,2842.0
8.280,309.1,-3.2,2843.9,1000.0,0.0,0.0,2843.0
8.285,309.2,-3.2,2844.7,1000.0,0.0,0.0,2844.0
8.290,309.3,-3.2,2845.6,1000.0,0.0,0.0,2844.5
8.295,309.4,-3.2,2846.5,1000.0,0.0,0.0,2845.5
8.300,309.5,-3.2,2847.4,1000.0,0.0,0.0,2846.5
8.305,309.6,-3.2,2848.3,1000.0,0.0,0.0,2847.5
8.310,309.8,-3.2,2849.1,1000.0,0.0,0.0,2848.5
8.315,309.9,-3.2,2850.0,1000.0,0.0,0.0,2849.0
8.320,310.0,-3.2,2850.9,1000.0,0.0,0.0,2850.0
8.325,310.1,-3.2,2851.8,1000.0,0.0,0.0,2851.0
8.330,310.2,-3.2,2852.7,1000.0,0.0,0.0,2852.0
8.335,310.3,-3.2,2853.5,1000.0,0.0,0.0,2852.5
8.340,310.5,-3.2,2854.4,1000.0,0.0,0.0,2853.5
8.345,310.6,-3.2,2855.3,1000.0,0.0,0.0,2854.5
8.350,310.7,-3.2,2856.2,1000.0,0.0,0.0,2855.5
8.355,310.8,-3.2,2857.0,1000.0,0.0,0.0,2856.0
8.360,310.9,-3.2,2857.9,1000.0,0.0,0.0,2857.0
8.365,311.0,-3.2,2858.8,1000.0,0.0,0.0,2858.0
8.370,311.2,-3.2,2859.7,1000.0,0.0,0.0,2859.0
8.375,311.3,-3.2,2860.5,1000.0,0.0,0.0,2859.5
8.380,311.4,-3.2,2861.4,1000.0,0.0,0.0,2860.5
8.385,311.5,-3.2,2862.3,1000.0,0.0,0.0,2861.5
8.390,311.6,-3.2,2863.1,1000.0,0.0,0.0,2862.5
8.395,311.7,-3.2,2864.0,1000.0,0.0,0.0,2863.0
8.400,311.9,-3.2,2864.9,1000.0,0.0,0.0,2864.0
8.405,312.0,-3.2,2865.8,1000.0,0.0,0.0,2865.0
8.410,312.1,-3.2,2866.6,1000.0,0.0,0.0,2866.0
8.415,312.2,-3.2,2867.5,1000.0,0.0,0.0,2866.5
8.420,312.3,-3.2,2868.4,1000.0,0.0,0.0,2867.5
8.425,312.4,-3.2,2869.2,1000.0,0.0,0.0,2868.5
8.430,312.6,-3.2,2870.1,1000.0,0.0,0.0,2869.0
8.435,312.7,-3.2,2871.0,1000.0,0.0,0.0,2870.0
8.440,312.8,-3.2,2871.8,1000.0,0.0,0.0,2871.0
8.445,312.9,-3.2,2872.7,1000.0,0.0,0.0,2872.0
8.450,313.0,-3.3,2873.6,1000.0,0.0,0.0,2872.5
8.455,313.1,-3.3,2874.4,1000.0,0.0,0.0,2873.5
8.460,313.3,-3.3,2875.3,1000.0,0.0,0.0,2874.5
8.465,313.4,-3.3,2876.2,1000.0,0.0,0.0,2875.5
8.470,313.5,-3.3,2877.0,1000.0,0.0,0.0,2876.0
8.475,313.6,-3.3,2877.9,1000.0,0.0,0.0,2877.0
8.480,313.7,-3.3,2878.8,1000.0,0.0,0.0,2878.0
8.485,313.8,-3.3,2879.6,1000.0,0.0,0.0,2879.0
8.490,314.0,-3.3,2880.5,1000.0,0.0,0.0,2879.5
8.495,314.1,-3.3,2881.3,1000.0,0.0,0.0,2880.5
8.500,314.2,-3.3,2882.2,1000.0,0.0,0.0,2881.5
8.505,314.3,-3.3,2883.1,1000.0,0.0,0.0,2882.0
8.510,314.4,-3.3,2883.9,1000.0,0.0,0.0,2883.0
8.515,314.5,-3.3,2884.8,1000.0,0.0,0.0,2884.0
8.520,314.7,-3.3,2885.7,1000.0,0.0,0.0,2885.0
8.525,314.8,-3.3,2886.5,1000.0,0.0,0.0,2885.5
8.530,314.9,-3.3,2887.4,1000.0,0.0,0.0,2886.5
8.535,315.0,-3.3,2888.2,1000.0,0.0,0.0,2887.5
8.540,315.1,-3.3,2889.1,1000.0,0.0,0.0,2888.0
8.545,315.2,-3.3,2889.9,1000.0,0.0,0.0,2889.0
8.550,315.3,-3.3,2890.8,1000.0,0.0,0.0,2890.0
8.555,315.5,-3.3,2891.7,1000.0,0.0,0.0,2891.0
8.560,315.6,-3.3,2892.5,1000.0,0.0,0.0,2891.5
8.565,315.7,-3.3,2893.4,1000.0,0.0,0.0,2892.5
8.570,315.8,-3.3,2894.2,1000.0,0.0,0.0,2893.5
8.575,315.9,-3.3,2895.1,1000.0,0.0,0.0,2894.0
8.580,316.0,-3.3,2895.9,1000.0,0.0,0.0,2895.0
8.585,316.2,-3.3,2896.8,1000.0,0.0,0.0,2896.0
8.590,316.3,-3.3,2897.6,1000.0,0.0,0.0,2897.0
8.595,316.4,-3.3,2898.5,1000.0,0.0,0.0,2897.5
8.600,316.5,-3.3,2899.4,1000.0,0.0,0.0,2898.5
8.605,316.6,-3.3,2900.2,1000.0,0.0,0.0,2899.5
8.610,316.7,-3.3,2901.1,1000.0,0.0,0.0,2900.0
8.615,316.8,-3.3,2901.9,1000.0,0.0,0.0,2901.0
8.620,317.0,-3.3,2902.8,1000.0,0.0,0.0,2902.0
8.625,317.1,-3.3,2903.6,1000.0,0.0,0.0,2903.0
8.630,317.2,-3.3,2904.5,1000.0,0.0,0.0,2903.5
8.635,317.3,-3.3,2905.3,1000.0,0.0,0.0,2904.5
8.640,317.4,-3.3,2906.2,1000.0,0.0,0.0,2905.5
8.645,317.5,-3.3,2907.0,1000.0,0.0,0.0,2906.0
8.650,317.7,-3.3,2907.9,1000.0,0.0,0.0,2907.0
8.655,317.8,-3.3,2908.7,1000.0,0.0,0.0,2908.0
8.660,317.9,-3.3,2909.6,1000.0,0.0,0.0,2908.5
8.665,318.0,-3.3,2910.4,1000.0,0.0,0.0,2909.5
8.670,318.1,-3.3,2911.2,1000.0,0.0,0.0,2910.5
8.675,318.2,-3.3,2912.1,1000.0,0.0,0.0,2911.0
8.680,318.3,-3.3,2912.9,1000.0,0.0,0.0,2912.0
8.685,318.5,-3.3,2913.8,1000.0,0.0,0.0,2913.0
8.690,318.6,-3.3,2914.6,1000.0,0.0,0.0,2914.0
8.695,318.7,-3.3,2915.5,1000.0,0.0,0.0,2914.5
8.700,318.8,-3.3,2916.3,1000.0,0.0,0.0,2915.5
8.705,318.9,-3.3,2917.2,1000.0,0.0,0.0,2916.5
8.710,319.0,-3.3,2918.0,1000.0,0.0,0.0,2917.0
8.715,319.1,-3.3,2918.9,1000.0,0.0,0.0,2918.0
