Time,PX,PY,PZ,TX,TY,TZ,AltP
0.005,0.4,-0.0,4.1,1000.0,0.0,0.0,0.0
0.010,0.8,-0.0,8.1,1000.0,0.0,0.0,4.0
0.015,1.2,-0.0,12.2,1000.0,0.0,0.0,8.0
0.020,1.6,-0.0,16.2,1000.0,0.0,0.0,12.0
0.025,2.0,-0.0,20.3,1000.0,0.0,0.0,16.0
0.030,2.4,-0.0,24.3,1000.0,0.0,0.0,20.5
0.035,2.8,-0.0,28.3,1000.0,0.0,0.0,24.5
0.040,3.2,-0.1,32.4,1000.0,0.0,0.0,28.5
0.045,3.6,-0.1,36.4,1000.0,0.0,0.0,32.5
0.050,4.0,-0.1,40.4,1000.0,0.0,0.0,36.5
0.055,4.4,-0.1,44.4,1000.0,0.0,0.0,40.5
0.060,4.8,-0.1,48.3,1000.0,0.0,0.0,44.5
0.065,5.2,-0.1,52.3,1000.0,0.0,0.0,48.5
0.070,5.6,-0.1,56.3,1000.0,0.0,0.0,52.5
0.075,6.0,-0.1,60.3,1000.0,0.0,0.0,56.5
0.080,6.4,-0.1,64.2,1000.0,0.0,0.0,60.5
0.085,6.8,-0.1,68.2,1000.0,0.0,0.0,64.0
0.090,7.2,-0.1,72.1,1000.0,0.0,0.0,68.0
0.095,7.6,-0.1,76.0,1000.0,0.0,0.0,72.0
0.100,8.0,-0.1,80.0,1000.0,0.0,0.0,76.0
0.105,8.4,-0.1,83.9,1000.0,0.0,0.0,80.0
0.110,8.8,-0.1,87.8,1000.0,0.0,0.0,84.0
0.115,9.2,-0.1,91.7,1000.0,0.0,0.0,88.0
0.120,9.6,-0.2,95.6,1000.0,0.0,0.0,91.5
0.125,10.0,-0.2,99.5,1000.0,0.0,0.0,95.5
0.130,10.4,-0.2,103.4,1000.0,0.0,0.0,99.5
0.135,10.8,-0.2,107.2,1000.0,0.0,0.0,103.5
0.140,11.1,-0.2,111.1,1000.0,0.0,0.0,107.0
0.145,11.5,-0.2,115.0,1000.0,0.0,0.0,111.0
0.150,11.9,-0.2,118.8,1000.0,0.0,0.0,115.0
0.155,12.3,-0.2,122.7,1000.0,0.0,0.0,119.0
0.160,12.7,-0.2,126.5,1000.0,0.0,0.0,122.5
0.165,13.1,-0.2,130.3,1000.0,0.0,0.0,126.5
0.170,13.5,-0.2,134.2,1000.0,0.0,0.0,130.5
0.175,13.8,-0.2,138.0,1000.0,0.0,0.0,134.0
0.180,14.2,-0.2,141.8,1000.0,0.0,0.0,138.0
0.185,14.6,-0.2,145.6,1000.0,0.0,0.0,142.0
0.190,15.0,-0.2,149.4,1000.0,0.0,0.0,145.5
0.195,15.4,-0.2,153.2,1000.0,0.0,0.0,149.5
0.200,15.7,-0.2,157.0,1000.0,0.0,0.0,153.0
0.205,16.1,-0.3,160.7,1000.0,0.0,0.0,157.0
0.210,16.5,-0.3,164.5,1000.0,0.0,0.0,160.5
0.215,16.9,-0.3,168.3,1000.0,0.0,0.0,164.5
0.220,17.3,-0.3,172.0,1000.0,0.0,0.0,168.5
0.225,17.6,-0.3,175.8,1000.0,0.0,0.0,172.0
0.230,18.0,-0.3,179.5,1000.0,0.0,0.0,176.0
0.235,18.4,-0.3,183.2,1000.0,0.0,0.0,179.5
0.240,18.8,-0.3,187.0,1000.0,0.0,0.0,183.0
0.245,19.1,-0.3,190.7,1000.0,0.0,0.0,187.0
0.250,19.5,-0.3,194.4,1000.0,0.0,0.0,190.5
0.255,19.9,-0.3,198.1,1000.0,0.0,0.0,194.5
0.260,20.3,-0.3,201.8,1000.0,0.0,0.0,198.0
0.265,20.6,-0.3,205.5,1000.0,0.0,0.0,202.0
0.270,21.0,-0.3,209.2,1000.0,0.0,0.0,205.5
0.275,21.4,-0.3,212.9,1000.0,0.0,0.0,209.0
0.280,21.7,-0.3,216.6,1000.0,0.0,0.0,213.0
0.285,22.1,-0.3,220.2,1000.0,0.0,0.0,216.5
0.290,22.5,-0.3,223.9,1000.0,0.0,0.0,220.0
0.295,22.8,-0.4,227.5,1000.0,0.0,0.0,224.0
0.300,23.2,-0.4,231.2,1000.0,0.0,0.0,227.5
0.305,23.6,-0.4,234.8,1000.0,0.0,0.0,231.0
0.310,23.9,-0.4,238.5,1000.0,0.0,0.0,235.0
0.315,24.3,-0.4,242.1,1000.0,0.0,0.0,238.5
0.320,24.7,-0.4,245.7,1000.0,0.0,0.0,242.0
0.325,25.0,-0.4,249.3,1000.0,0.0,0.0,245.5
0.330,25.4,-0.4,252.9,1000.0,0.0,0.0,249.5
0.335,25.8,-0.4,256.5,1000.0,0.0,0.0,253.0
0.340,26.1,-0.4,260.1,1000.0,0.0,0.0,256.5
0.345,26.5,-0.4,263.7,1000.0,0.0,0.0,260.0
0.350,26.8,-0.4,267.3,1000.0,0.0,0.0,263.5
0.355,27.2,-0.4,270.9,1000.0,0.0,0.0,267.5
0.360,27.6,-0.4,274.5,1000.0,0.0,0.0,271.0
0.365,27.9,-0.4,278.0,1000.0,0.0,0.0,274.5
0.370,28.3,-0.4,281.6,1000.0,0.0,0.0,278.0
0.375,28.6,-0.4,285.1,1000.0,0.0,0.0,281.5
0.380,29.0,-0.4,288.7,1000.0,0.0,0.0,285.0
0.385,29.4,-0.5,292.2,1000.0,0.0,0.0,288.5
0.390,29.7,-0.5,295.7,1000.0,0.0,0.0,292.0
0.395,30.1,-0.5,299.3,1000.0,0.0,0.0,295.5
0.400,30.4,-0.5,302.8,1000.0,0.0,0.0,299.5
0.405,30.8,-0.5,306.3,1000.0,0.0,0.0,303.0
0.410,31.1,-0.5,309.8,1000.0,0.0,0.0,306.5
0.415,31.5,-0.5,313.3,1000.0,0.0,0.0,310.0
0.420,31.8,-0.5,316.8,1000.0,0.0,0.0,313.5
0.425,32.2,-0.5,320.3,1000.0,0.0,0.0,317.0
0.430,32.5,-0.5,323.8,1000.0,0.0,0.0,320.5
0.435,32.9,-0.5,327.3,1000.0,0.0,0.0,324.0
0.440,33.2,-0.5,330.7,1000.0,0.0,0.0,327.5
0.445,33.6,-0.5,334.2,1000.0,0.0,0.0,330.5
0.450,33.9,-0.5,337.7,1000.0,0.0,0.0,334.0
0.455,34.3,-0.5,341.1,1000.0,0.0,0.0,337.5
0.460,34.6,-0.5,344.6,1000.0,0.0,0.0,341.0
0.465,35.0,-0.5,348.0,1000.0,0.0,0.0,344.5
0.470,35.3,-0.5,351.5,1000.0,0.0,0.0,348.0
0.475,35.7,-0.5,354.9,1000.0,0.0,0.0,351.5
0.480,36.0,-0.6,358.3,1000.0,0.0,0.0,355.0
0.485,36.4,-0.6,361.7,1000.0,0.0,0.0,358.5
0.490,36.7,-0.6,365.2,1000.0,0.0,0.0,361.5
0.495,37.0,-0.6,368.6,1000.0,0.0,0.0,365.0
0.500,37.4,-0.6,372.0,1000.0,0.0,0.0,368.5
0.505,37.7,-0.6,375.4,1000.0,0.0,0.0,372.0
0.510,38.1,-0.6,378.7,1000.0,0.0,0.0,375.5
0.515,38.4,-0.6,382.1,1000.0,0.0,0.0,378.5
0.520,38.8,-0.6,385.5,1000.0,0.0,0.0,382.0
0.525,39.1,-0.6,388.9,1000.0,0.0,0.0,385.5
0.530,39.4,-0.6,392.3,1000.0,0.0,0.0,389.0
0.535,39.8,-0.6,395.6,1000.0,0.0,0.0,392.5
0.540,40.1,-0.6,399.0,1000.0,0.0,0.0,395.5
0.545,40.5,-0.6,402.3,1000.0,0.0,0.0,399.0
0.550,40.8,-0.6,405.7,1000.0,0.0,0.0,402.5
0.555,41.1,-0.6,409.0,1000.0,0.0,0.0,405.5
0.560,41.5,-0.6,412.3,1000.0,0.0,0.0,409.0
0.565,41.8,-0.6,415.7,1000.0,0.0,0.0,412.5
0.570,42.1,-0.6,419.0,1000.0,0.0,0.0,415.5
0.575,42.5,-0.6,422.3,1000.0,0.0,0.0,419.0
0.580,42.8,-0.7,425.6,1000.0,0.0,0.0,422.5
0.585,43.1,-0.7,428.9,1000.0,0.0,0.0,425.5
0.590,43.5,-0.7,432.2,1000.0,0.0,0.0,429.0
0.595,43.8,-0.7,435.5,1000.0,0.0,0.0,432.0
0.600,44.1,-0.7,438.8,1000.0,0.0,0.0,435.5
0.605,44.5,-0.7,442.1,1000.0,0.0,0.0,439.0
0.610,44.8,-0.7,445.4,1000.0,0.0,0.0,442.0
0.615,45.1,-0.7,448.7,1000.0,0.0,0.0,445.5
0.620,45.5,-0.7,451.9,1000.0,0.0,0.0,448.5
0.625,45.8,-0.7,455.2,1000.0,0.0,0.0,452.0
0.630,46.1,-0.7,458.5,1000.0,0.0,0.0,455.0
0.635,46.5,-0.7,461.7,1000.0,0.0,0.0,458.5
0.640,46.8,-0.7,465.0,1000.0,0.0,0.0,461.5
0.645,47.1,-0.7,468.2,1000.0,0.0,0.0,465.0
0.650,47.4,-0.7,471.4,1000.0,0.0,0.0,468.0
0.655,47.8,-0.7,474.7,1000.0,0.0,0.0,471.5
0.660,48.1,-0.7,477.9,1000.0,0.0,0.0,474.5
0.665,48.4,-0.7,481.1,1000.0,0.0,0.0,478.0
0.670,48.7,-0.7,484.3,1000.0,0.0,0.0,481.0
0.675,49.1,-0.7,487.5,1000.0,0.0,0.0,484.5
0.680,49.4,-0.8,490.7,1000.0,0.0,0.0,487.5
0.685,49.7,-0.8,493.9,1000.0,0.0,0.0,490.5
0.690,50.0,-0.8,497.1,1000.0,0.0,0.0,494.0
0.695,50.4,-0.8,500.3,1000.0,0.0,0.0,497.0
0.700,50.7,-0.8,503.5,1000.0,0.0,0.0,500.5
0.705,51.0,-0.8,506.7,1000.0,0.0,0.0,503.5
0.710,51.3,-0.8,509.9,1000.0,0.0,0.0,506.5
0.715,51.6,-0.8,513.0,1000.0,0.0,0.0,510.0
0.720,52.0,-0.8,516.2,1000.0,0.0,0.0,513.0
0.725,52.3,-0.8,519.3,1000.0,0.0,0.0,516.0
0.730,52.6,-0.8,522.5,1000.0,0.0,0.0,519.5
0.735,52.9,-0.8,525.6,1000.0,0.0,0.0,522.5
0.740,53.2,-0.8,528.8,1000.0,0.0,0.0,525.5
0.745,53.6,-0.8,531.9,1000.0,0.0,0.0,529.0
0.750,53.9,-0.8,535.1,1000.0,0.0,0.0,532.0
0.755,54.2,-0.8,538.2,1000.0,0.0,0.0,535.0
0.760,54.5,-0.8,541.3,1000.0,0.0,0.0,538.0
0.765,54.8,-0.8,544.4,1000.0,0.0,0.0,541.5
0.770,55.1,-0.8,547.5,1000.0,0.0,0.0,544.5
0.775,55.5,-0.8,550.6,1000.0,0.0,0.0,547.5
0.780,55.8,-0.8,553.7,1000.0,0.0,0.0,550.5
0.785,56.1,-0.8,556.8,1000.0,0.0,0.0,553.5
0.790,56.4,-0.9,559.9,1000.0,0.0,0.0,557.0
0.795,56.7,-0.9,563.0,1000.0,0.0,0.0,560.0
0.800,57.0,-0.9,566.1,1000.0,0.0,0.0,563.0
0.805,57.3,-0.9,569.2,1000.0,0.0,0.0,566.0
0.810,57.6,-0.9,572.2,1000.0,0.0,0.0,569.0
0.815,58.0,-0.9,575.3,1000.0,0.0,0.0,572.0
0.820,58.3,-0.9,578.4,1000.0,0.0,0.0,575.5
0.825,58.6,-0.9,581.4,1000.0,0.0,0.0,578.5
0.830,58.9,-0.9,584.5,1000.0,0.0,0.0,581.5
0.835,59.2,-0.9,587.5,1000.0,0.0,0.0,584.5
0.840,59.5,-0.9,590.6,1000.0,0.0,0.0,587.5
0.845,59.8,-0.9,593.6,1000.0,0.0,0.0,590.5
0.850,60.1,-0.9,596.7,1000.0,0.0,0.0,593.5
0.855,60.4,-0.9,599.7,1000.0,0.0,0.0,596.5
0.860,60.7,-0.9,602.7,1000.0,0.0,0.0,599.5
0.865,61.0,-0.9,605.7,1000.0,0.0,0.0,602.5
0.870,61.3,-0.9,608.7,1000.0,0.0,0.0,605.5
0.875,61.6,-0.9,611.7,1000.0,0.0,0.0,608.5
0.880,62.0,-0.9,614.7,1000.0,0.0,0.0,611.5
0.885,62.3,-0.9,617.7,1000.0,0.0,0.0,614.5
0.890,62.6,-0.9,620.7,1000.0,0.0,0.0,617.5
0.895,62.9,-0.9,623.7,1000.0,0.0,0.0,620.5
0.900,63.2,-0.9,626.7,1000.0,0.0,0.0,623.5
0.905,63.5,-1.0,629.7,1000.0,0.0,0.0,626.5
0.910,63.8,-1.0,632.7,1000.0,0.0,0.0,629.5
0.915,64.1,-1.0,635.6,1000.0,0.0,0.0,632.5
0.920,64.4,-1.0,638.6,1000.0,0.0,0.0,635.5
0.925,64.7,-1.0,641.6,1000.0,0.0,0.0,638.5
0.930,65.0,-1.0,644.5,1000.0,0.0,0.0,641.5
0.935,65.3,-1.0,647.5,1000.0,0.0,0.0,644.5
0.940,65.6,-1.0,650.4,1000.0,0.0,0.0,647.5
0.945,65.9,-1.0,653.4,1000.0,0.0,0.0,650.5
0.950,66.2,-1.0,656.3,1000.0,0.0,0.0,653.5
0.955,66.5,-1.0,659.3,1000.0,0.0,0.0,656.5
0.960,66.8,-1.0,662.2,1000.0,0.0,0.0,659.5
0.965,67.1,-1.0,665.1,1000.0,0.0,0.0,662.0
0.970,67.4,-1.0,668.0,1000.0,0.0,0.0,665.0
0.975,67.7,-1.0,670.9,1000.0,0.0,0.0,668.0
0.980,68.0,-1.0,673.9,1000.0,0.0,0.0,671.0
0.985,68.3,-1.0,676.8,1000.0,0.0,0.0,674.0
0.990,68.5,-1.0,679.7,1000.0,0.0,0.0,677.0
0.995,68.8,-1.0,682.6,1000.0,0.0,0.0,679.5
1.000,69.1,-1.0,685.5,1000.0,0.0,0.0,682.5
1.005,69.4,-1.0,688.3,1000.0,0.0,0.0,685.5
1.010,69.7,-1.0,691.2,1000.0,0.0,0.0,688.5
1.015,70.0,-1.0,694.1,1000.0,0.0,0.0,691.0
1.020,70.3,-1.1,697.0,1000.0,0.0,0.0,694.0
1.025,70.6,-1.1,699.9,1000.0,0.0,0.0,697.0
1.030,70.9,-1.1,702.7,1000.0,0.0,0.0,700.0
1.035,71.2,-1.1,705.6,1000.0,0.0,0.0,702.5
1.040,71.5,-1.1,708.4,1000.0,0.0,0.0,705.5
1.045,71.8,-1.1,711.3,1000.0,0.0,0.0,708.5
1.050,72.1,-1.1,714.1,1000.0,0.0,0.0,711.5
1.055,72.3,-1.1,717.0,1000.0,0.0,0.0,714.0
1.060,72.6,-1.1,719.8,1000.0,0.0,0.0,717.0
1.065,72.9,-1.1,722.7,1000.0,0.0,0.0,720.0
1.070,73.2,-1.1,725.5,1000.0,0.0,0.0,722.5
1.075,73.5,-1.1,728.3,1000.0,0.0,0.0,725.5
1.080,73.8,-1.1,731.2,1000.0,0.0,0.0,728.5
1.085,74.1,-1.1,734.0,1000.0,0.0,0.0,731.0
1.090,74.4,-1.1,736.8,1000.0,0.0,0.0,734.0
1.095,74.6,-1.1,739.6,1000.0,0.0,0.0,737.0
1.100,74.9,-1.1,742.4,1000.0,0.0,0.0,739.5
1.105,75.2,-1.1,745.2,1000.0,0.0,0.0,742.5
1.110,75.5,-1.1,748.0,1000.0,0.0,0.0,745.0
1.115,75.8,-1.1,750.8,1000.0,0.0,0.0,748.0
1.120,76.1,-1.1,753.6,1000.0,0.0,0.0,751.0
1.125,76.4,-1.1,756.4,1000.0,0.0,0.0,753.5
1.130,76.6,-1.1,759.1,1000.0,0.0,0.0,756.5
1.135,76.9,-1.1,761.9,1000.0,0.0,0.0,759.0
1.140,77.2,-1.1,764.7,1000.0,0.0,0.0,762.0
1.145,77.5,-1.2,767.5,1000.0,0.0,0.0,764.5
1.150,77.8,-1.2,770.2,1000.0,0.0,0.0,767.5
1.155,78.0,-1.2,773.0,1000.0,0.0,0.0,770.0
1.160,78.3,-1.2,775.7,1000.0,0.0,0.0,773.0
1.165,78.6,-1.2,778.5,1000.0,0.0,0.0,775.5
1.170,78.9,-1.2,781.2,1000.0,0.0,0.0,778.5
1.175,79.2,-1.2,784.0,1000.0,0.0,0.0,781.0
1.180,79.4,-1.2,786.7,1000.0,0.0,0.0,784.0
1.185,79.7,-1.2,789.5,1000.0,0.0,0.0,786.5
1.190,80.0,-1.2,792.2,1000.0,0.0,0.0,789.5
1.195,80.3,-1.2,794.9,1000.0,0.0,0.0,792.0
1.200,80.6,-1.2,797.6,1000.0,0.0,0.0,795.0
1.205,80.8,-1.2,800.4,1000.0,0.0,0.0,797.5
1.210,81.1,-1.2,803.1,1000.0,0.0,0.0,800.5
1.215,81.4,-1.2,805.8,1000.0,0.0,0.0,803.0
1.220,81.7,-1.2,808.5,1000.0,0.0,0.0,806.0
1.225,81.9,-1.2,811.2,1000.0,0.0,0.0,808.5
1.230,82.2,-1.2,813.9,1000.0,0.0,0.0,811.0
1.235,82.5,-1.2,816.6,1000.0,0.0,0.0,814.0
1.240,82.8,-1.2,819.3,1000.0,0.0,0.0,816.5
1.245,83.0,-1.2,822.0,1000.0,0.0,0.0,819.5
1.250,83.3,-1.2,824.6,1000.0,0.0,0.0,822.0
1.255,83.6,-1.2,827.3,1000.0,0.0,0.0,824.5
1.260,83.9,-1.2,830.0,1000.0,0.0,0.0,827.5
1.265,84.1,-1.2,832.7,1000.0,0.0,0.0,830.0
1.270,84.4,-1.2,835.3,1000.0,0.0,0.0,832.5
1.275,84.7,-1.2,838.0,1000.0,0.0,0.0,835.5
1.280,85.0,-1.3,840.7,1000.0,0.0,0.0,838.0
1.285,85.2,-1.3,843.3,1000.0,0.0,0.0,840.5
1.290,85.5,-1.3,846.0,1000.0,0.0,0.0,843.5
1.295,85.8,-1.3,848.6,1000.0,0.0,0.0,846.0
1.300,86.0,-1.3,851.2,1000.0,0.0,0.0,848.5
1.305,86.3,-1.3,853.9,1000.0,0.0,0.0,851.0
1.310,86.6,-1.3,856.5,1000.0,0.0,0.0,854.0
1.315,86.8,-1.3,859.2,1000.0,0.0,0.0,856.5
1.320,87.1,-1.3,861.8,1000.0,0.0,0.0,859.0
1.325,87.4,-1.3,864.4,1000.0,0.0,0.0,862.0
1.330,87.6,-1.3,867.0,1000.0,0.0,0.0,864.5
1.335,87.9,-1.3,869.6,1000.0,0.0,0.0,867.0
1.340,88.2,-1.3,872.3,1000.0,0.0,0.0,869.5
1.345,88.5,-1.3,874.9,1000.0,0.0,0.0,872.5
1.350,88.7,-1.3,877.5,1000.0,0.0,0.0,875.0
1.355,89.0,-1.3,880.1,1000.0,0.0,0.0,877.5
1.360,89.2,-1.3,882.7,1000.0,0.0,0.0,880.0
1.365,89.5,-1.3,885.3,1000.0,0.0,0.0,882.5
1.370,89.8,-1.3,887.8,1000.0,0.0,0.0,885.5
1.375,90.0,-1.3,890.4,1000.0,0.0,0.0,888.0
1.380,90.3,-1.3,893.0,1000.0,0.0,0.0,890.5
1.385,90.6,-1.3,895.6,1000.0,0.0,0.0,893.0
1.390,90.8,-1.3,898.2,1000.0,0.0,0.0,895.5
1.395,91.1,-1.3,900.7,1000.0,0.0,0.0,898.0
1.400,91.4,-1.3,903.3,1000.0,0.0,0.0,900.5
1.405,91.6,-1.3,905.9,1000.0,0.0,0.0,903.5
1.410,91.9,-1.3,908.4,1000.0,0.0,0.0,906.0
1.415,92.1,-1.3,911.0,1000.0,0.0,0.0,908.5
1.420,92.4,-1.4,913.5,1000.0,0.0,0.0,911.0
1.425,92.7,-1.4,916.1,1000.0,0.0,0.0,913.5
1.430,92.9,-1.4,918.6,1000.0,0.0,0.0,916.0
1.435,93.2,-1.4,921.2,1000.0,0.0,0.0,918.5
1.440,93.5,-1.4,923.7,1000.0,0.0,0.0,921.0
1.445,93.7,-1.4,926.2,1000.0,0.0,0.0,923.5
1.450,94.0,-1.4,928.8,1000.0,0.0,0.0,926.0
1.455,94.2,-1.4,931.3,1000.0,0.0,0.0,929.0
1.460,94.5,-1.4,933.8,1000.0,0.0,0.0,931.5
1.465,94.7,-1.4,936.3,1000.0,0.0,0.0,934.0
1.470,95.0,-1.4,938.9,1000.0,0.0,0.0,936.5
1.475,95.3,-1.4,941.4,1000.0,0.0,0.0,939.0
1.480,95.5,-1.4,943.9,1000.0,0.0,0.0,941.5
1.485,95.8,-1.4,946.4,1000.0,0.0,0.0,944.0
1.490,96.0,-1.4,948.9,1000.0,0.0,0.0,946.5
1.495,96.3,-1.4,951.4,1000.0,0.0,0.0,949.0
1.500,96.5,-1.4,953.9,1000.0,0.0,0.0,951.5
1.505,96.8,-1.4,956.4,1000.0,0.0,0.0,954.0
1.510,97.1,-1.4,958.9,1000.0,0.0,0.0,956.5
1.515,97.3,-1.4,961.3,1000.0,0.0,0.0,959.0
1.520,97.6,-1.4,963.8,1000.0,0.0,0.0,961.5
1.525,97.8,-1.4,966.3,1000.0,0.0,0.0,964.0
1.530,98.1,-1.4,968.8,1000.0,0.0,0.0,966.5
1.535,98.3,-1.4,971.2,1000.0,0.0,0.0,969.0
1.540,98.6,-1.4,973.7,1000.0,0.0,0.0,971.0
1.545,98.8,-1.4,976.2,1000.0,0.0,0.0,973.5
1.550,99.1,-1.4,978.6,1000.0,0.0,0.0,976.0
1.555,99.3,-1.4,981.1,1000.0,0.0,0.0,978.5
1.560,99.6,-1.4,983.5,1000.0,0.0,0.0,981.0
1.565,99.8,-1.5,986.0,1000.0,0.0,0.0,983.5
1.570,100.1,-1.5,988.4,1000.0,0.0,0.0,986.0
1.575,100.3,-1.5,990.9,1000.0,0.0,0.0,988.5
1.580,100.6,-1.5,993.3,1000.0,0.0,0.0,991.0
1.585,100.8,-1.5,995.8,1000.0,0.0,0.0,993.5
1.590,101.1,-1.5,998.2,1000.0,0.0,0.0,996.0
1.595,101.3,-1.5,1000.6,1000.0,0.0,0.0,998.0
1.600,101.6,-1.5,1003.0,1000.0,0.0,0.0,1000.5
1.605,101.8,-1.5,1005.5,1000.0,0.0,0.0,1003.0
1.610,102.1,-1.5,1007.9,1000.0,0.0,0.0,1005.5
1.615,102.3,-1.5,1010.3,1000.0,0.0,0.0,1008.0
1.620,102.6,-1.5,1012.7,1000.0,0.0,0.0,1010.5
1.625,102.8,-1.5,1015.1,1000.0,0.0,0.0,1012.5
1.630,103.1,-1.5,1017.5,1000.0,0.0,0.0,1015.0
1.635,103.3,-1.5,1019.9,1000.0,0.0,0.0,1017.5
1.640,103.6,-1.5,1022.3,1000.0,0.0,0.0,1020.0
1.645,103.8,-1.5,1024.7,1000.0,0.0,0.0,1022.5
1.650,104.1,-1.5,1027.1,1000.0,0.0,0.0,1024.5
1.655,104.3,-1.5,1029.5,1000.0,0.0,0.0,1027.0
1.660,104.6,-1.5,1031.9,1000.0,0.0,0.0,1029.5
1.665,104.8,-1.5,1034.3,1000.0,0.0,0.0,1032.0
1.670,105.1,-1.5,1036.7,1000.0,0.0,0.0,1034.5
1.675,105.3,-1.5,1039.0,1000.0,0.0,0.0,1036.5
1.680,105.5,-1.5,1041.4,1000.0,0.0,0.0,1039.0
1.685,105.8,-1.5,1043.8,1000.0,0.0,0.0,1041.5
1.690,106.0,-1.5,1046.1,1000.0,0.0,0.0,1044.0
1.695,106.3,-1.5,1048.5,1000.0,0.0,0.0,1046.0
1.700,106.5,-1.5,1050.9,1000.0,0.0,0.0,1048.5
1.705,106.8,-1.5,1053.2,1000.0,0.0,0.0,1051.0
1.710,107.0,-1.5,1055.6,1000.0,0.0,0.0,1053.0
1.715,107.2,-1.5,1057.9,1000.0,0.0,0.0,1055.5
1.720,107.5,-1.6,1060.3,1000.0,0.0,0.0,1058.0
1.725,107.7,-1.6,1062.6,1000.0,0.0,0.0,1060.5
1.730,108.0,-1.6,1064.9,1000.0,0.0,0.0,1062.5
1.735,108.2,-1.6,1067.3,1000.0,0.0,0.0,1065.0
1.740,108.5,-1.6,1069.6,1000.0,0.0,0.0,1067.5
1.745,108.7,-1.6,1071.9,1000.0,0.0,0.0,1069.5
1.750,108.9,-1.6,1074.3,1000.0,0.0,0.0,1072.0
1.755,109.2,-1.6,1076.6,1000.0,0.0,0.0,1074.5
1.760,109.4,-1.6,1078.9,1000.0,0.0,0.0,1076.5
1.765,109.7,-1.6,1081.2,1000.0,0.0,0.0,1079.0
1.770,109.9,-1.6,1083.6,1000.0,0.0,0.0,1081.0
1.775,110.1,-1.6,1085.9,1000.0,0.0,0.0,1083.5
1.780,110.4,-1.6,1088.2,1000.0,0.0,0.0,1086.0
1.785,110.6,-1.6,1090.5,1000.0,0.0,0.0,1088.0
1.790,110.8,-1.6,1092.8,1000.0,0.0,0.0,1090.5
1.795,111.1,-1.6,1095.1,1000.0,0.0,0.0,1093.0
1.800,111.3,-1.6,1097.4,1000.0,0.0,0.0,1095.0
1.805,111.6,-1.6,1099.7,1000.0,0.0,0.0,1097.5
1.810,111.8,-1.6,1102.0,1000.0,0.0,0.0,1099.5
1.815,112.0,-1.6,1104.2,1000.0,0.0,0.0,1102.0
1.820,112.3,-1.6,1106.5,1000.0,0.0,0.0,1104.0
1.825,112.5,-1.6,1108.8,1000.0,0.0,0.0,1106.5
1.830,112.7,-1.6,1111.1,1000.0,0.0,0.0,1109.0
1.835,113.0,-1.6,1113.4,1000.0,0.0,0.0,1111.0
1.840,113.2,-1.6,1115.6,1000.0,0.0,0.0,1113.5
1.845,113.4,-1.6,1117.9,1000.0,0.0,0.0,1115.5
1.850,113.7,-1.6,1120.2,1000.0,0.0,0.0,1118.0
1.855,113.9,-1.6,1122.4,1000.0,0.0,0.0,1120.0
1.860,114.1,-1.6,1124.7,1000.0,0.0,0.0,1122.5
1.865,114.4,-1.6,1126.9,1000.0,0.0,0.0,1124.5
1.870,114.6,-1.6,1129.2,1000.0,0.0,0.0,1127.0
1.875,114.8,-1.6,1131.4,1000.0,0.0,0.0,1129.0
1.880,115.1,-1.6,1133.7,1000.0,0.0,0.0,1131.5
1.885,115.3,-1.7,1135.9,1000.0,0.0,0.0,1133.5
1.890,115.5,-1.7,1138.2,1000.0,0.0,0.0,1136.0
1.895,115.8,-1.7,1140.4,1000.0,0.0,0.0,1138.0
1.900,116.0,-1.7,1142.6,1000.0,0.0,0.0,1140.5
1.905,116.2,-1.7,1144.9,1000.0,0.0,0.0,1142.5
1.910,116.5,-1.7,1147.1,1000.0,0.0,0.0,1145.0
1.915,116.7,-1.7,1149.3,1000.0,0.0,0.0,1147.0
1.920,116.9,-1.7,1151.6,1000.0,0.0,0.0,1149.5
1.925,117.1,-1.7,1153.8,1000.0,0.0,0.0,1151.5
1.930,117.4,-1.7,1156.0,1000.0,0.0,0.0,1154.0
1.935,117.6,-1.7,1158.2,1000.0,0.0,0.0,1156.0
1.940,117.8,-1.7,1160.4,1000.0,0.0,0.0,1158.0
1.945,118.1,-1.7,1162.6,1000.0,0.0,0.0,1160.5
1.950,118.3,-1.7,1164.8,1000.0,0.0,0.0,1162.5
1.955,118.5,-1.7,1167.0,1000.0,0.0,0.0,1165.0
1.960,118.7,-1.7,1169.2,1000.0,0.0,0.0,1167.0
1.965,119.0,-1.7,1171.4,1000.0,0.0,0.0,1169.0
1.970,119.2,-1.7,1173.6,1000.0,0.0,0.0,1171.5
1.975,119.4,-1.7,1175.8,1000.0,0.0,0.0,1173.5
1.980,119.7,-1.7,1178.0,1000.0,0.0,0.0,1176.0
1.985,119.9,-1.7,1180.2,1000.0,0.0,0.0,1178.0
1.990,120.1,-1.7,1182.4,1000.0,0.0,0.0,1180.0
1.995,120.3,-1.7,1184.6,1000.0,0.0,0.0,1182.5
2.000,120.6,-1.7,1186.7,1000.0,0.0,0.0,1184.5
2.005,120.8,-1.7,1188.9,1000.0,0.0,0.0,1186.5
2.010,121.0,-1.7,1191.1,1000.0,0.0,0.0,1189.0
2.015,121.2,-1.7,1193.2,1000.0,0.0,0.0,1191.0
2.020,121.5,-1.7,1195.4,1000.0,0.0,0.0,1193.0
2.025,121.7,-1.7,1197.6,1000.0,0.0,0.0,1195.5
