Time,PX,PY,PZ,TX,TY,TZ
0.210,165.50,1.53,-0.00,1000.00,0.00,0.00
0.215,169.29,1.56,-0.00,1000.00,0.00,0.00
0.220,173.07,1.59,-0.00,1000.00,0.00,0.00
0.225,176.84,1.62,-0.00,1000.00,0.00,0.00
0.230,180.61,1.65,-0.00,1000.00,0.00,0.00
0.235,184.37,1.67,-0.00,1000.00,0.00,0.00
0.240,188.13,1.70,-0.00,1000.00,0.00,0.00
0.245,191.87,1.73,-0.00,1000.00,0.00,0.00
0.250,195.61,1.76,-0.00,1000.00,0.00,0.00
0.255,199.35,1.79,-0.00,1000.00,0.00,0.00
0.260,203.08,1.81,-0.00,1000.00,0.00,0.00
0.265,206.80,1.84,-0.00,1000.00,0.00,0.00
0.270,210.51,1.87,-0.00,1000.00,0.00,0.00
0.275,214.22,1.89,-0.00,1000.00,0.00,0.00
0.280,217.92,1.92,-0.00,1000.00,0.00,0.00
0.285,221.61,1.94,-0.00,1000.00,0.00,0.00
0.290,225.30,1.97,-0.00,1000.00,0.00,0.00
0.295,228.98,1.99,-0.00,1000.00,0.00,0.00
0.300,232.66,2.02,-0.00,1000.00,0.00,0.00
0.305,236.33,2.04,-0.00,1000.00,0.00,0.00
0.310,239.99,2.07,-0.00,1000.00,0.00,0.00
0.315,243.64,2.09,-0.00,1000.00,0.00,0.00
0.320,247.29,2.11,-0.00,1000.00,0.00,0.00
0.325,250.94,2.14,-0.00,1000.00,0.00,0.00
0.330,254.57,2.16,-0.00,1000.00,0.00,0.00
0.335,258.20,2.18,-0.00,1000.00,0.00,0.00
0.340,261.83,2.21,-0.00,1000.00,0.00,0.00
0.345,265.44,2.23,-0.00,1000.00,0.00,0.00
0.350,269.05,2.25,-0.00,1000.00,0.00,0.00
0.355,272.66,2.27,-0.00,1000.00,0.00,0.00
0.360,276.26,2.29,-0.00,1000.00,0.00,0.00
0.365,279.85,2.31,-0.00,1000.00,0.00,0.00
0.370,283.44,2.33,-0.00,1000.00,0.00,0.00
0.375,287.02,2.36,-0.00,1000.00,0.00,0.00
0.380,290.59,2.38,-0.00,1000.00,0.00,0.00
0.385,294.16,2.40,-0.00,1000.00,0.00,0.00
0.390,297.72,2.41,-0.00,1000.00,0.00,0.00
0.395,301.27,2.43,-0.00,1000.00,0.00,0.00
0.400,304.82,2.45,-0.00,1000.00,0.00,0.00
0.405,308.37,2.47,-0.00,1000.00,0.00,0.00
0.410,311.90,2.49,-0.00,1000.00,0.00,0.00
0.415,315.43,2.51,-0.00,1000.00,0.00,0.00
0.420,318.96,2.53,-0.00,1000.00,0.00,0.00
0.425,322.48,2.54,-0.00,1000.00,0.00,0.00
0.430,325.99,2.56,-0.00,1000.00,0.00,0.00
0.435,329.50,2.58,-0.00,1000.00,0.00,0.00
0.440,333.00,2.60,-0.00,1000.00,0.00,0.00
0.445,336.49,2.61,-0.00,1000.00,0.00,0.00
0.450,339.98,2.63,-0.00,1000.00,0.00,0.00
0.455,343.46,2.64,-0.00,1000.00,0.00,0.00
0.460,346.94,2.66,-0.00,1000.00,0.00,0.00
0.465,350.41,2.68,-0.00,1000.00,0.00,0.00
0.470,353.88,2.69,-0.00,1000.00,0.00,0.00
0.475,357.33,2.71,-0.00,1000.00,0.00,0.00
0.480,360.79,2.72,-0.00,1000.00,0.00,0.00
0.485,364.24,2.73,-0.00,1000.00,0.00,0.00
0.490,367.68,2.75,-0.00,1000.00,0.00,0.00
0.495,371.11,2.76,-0.00,1000.00,0.00,0.00
0.500,374.54,2.78,-0.00,1000.00,0.00,0.00
0.505,377.97,2.79,-0.00,1000.00,0.00,0.00
0.510,381.39,2.80,-0.00,1000.00,0.00,0.00
0.515,384.80,2.81,-0.00,1000.00,0.00,0.00
0.520,388.21,2.83,-0.00,1000.00,0.00,0.00
0.525,391.61,2.84,-0.00,1000.00,0.00,0.00
0.530,395.00,2.85,-0.00,1000.00,0.00,0.00
0.535,398.39,2.86,-0.00,1000.00,0.00,0.00
0.540,401.78,2.87,-0.00,1000.00,0.00,0.00
0.545,405.16,2.89,-0.00,1000.00,0.00,0.00
0.550,408.53,2.90,-0.00,1000.00,0.00,0.00
0.555,411.90,2.91,-0.00,1000.00,0.00,0.00
0.560,415.26,2.92,-0.00,1000.00,0.00,0.00
0.565,418.61,2.93,-0.00,1000.00,0.00,0.00
0.570,421.96,2.94,-0.00,1000.00,0.00,0.00
0.575,425.31,2.95,-0.00,1000.00,0.00,0.00
0.580,428.65,2.96,-0.00,1000.00,0.00,0.00
0.585,431.98,2.96,-0.00,1000.00,0.00,0.00
0.590,435.31,2.97,-0.00,1000.00,0.00,0.00
0.595,438.63,2.98,-0.00,1000.00,0.00,0.00
0.600,441.95,2.99,-0.00,1000.00,0.00,0.00
0.605,445.26,3.00,-0.00,1000.00,0.00,0.00
0.610,448.57,3.01,-0.00,1000.00,0.00,0.00
0.615,451.87,3.01,-0.00,1000.00,0.00,0.00
0.620,455.16,3.02,-0.00,1000.00,0.00,0.00
0.625,458.45,3.03,-0.00,1000.00,0.00,0.00
0.630,461.74,3.03,-0.00,1000.00,0.00,0.00
0.635,465.02,3.04,-0.00,1000.00,0.00,0.00
0.640,468.29,3.05,-0.00,1000.00,0.00,0.00
0.645,471.56,3.05,-0.00,1000.00,0.00,0.00
0.650,474.82,3.06,-0.00,1000.00,0.00,0.00
0.655,478.08,3.06,-0.00,1000.00,0.00,0.00
0.660,481.33,3.07,-0.00,1000.00,0.00,0.00
0.665,484.58,3.07,-0.00,1000.00,0.00,0.00
0.670,487.82,3.08,-0.00,1000.00,0.00,0.00
0.675,491.05,3.08,-0.00,1000.00,0.00,0.00
0.680,494.28,3.09,-0.00,1000.00,0.00,0.00
0.685,497.51,3.09,-0.00,1000.00,0.00,0.00
0.690,500.73,3.09,-0.00,1000.00,0.00,0.00
0.695,503.94,3.10,-0.00,1000.00,0.00,0.00
0.700,507.15,3.10,-0.00,1000.00,0.00,0.00
0.705,510.36,3.10,-0.00,1000.00,0.00,0.00
0.710,513.56,3.11,-0.00,1000.00,0.00,0.00
0.715,516.75,3.11,-0.00,1000.00,0.00,0.00
0.720,519.94,3.11,-0.00,1000.00,0.00,0.00
0.725,523.12,3.11,-0.00,1000.00,0.00,0.00
0.730,526.30,3.11,-0.00,1000.00,0.00,0.00
0.735,529.47,3.12,-0.00,1000.00,0.00,0.00
0.740,532.64,3.12,-0.00,1000.00,0.00,0.00
0.745,535.80,3.12,-0.00,1000.00,0.00,0.00
0.750,538.96,3.12,-0.00,1000.00,0.00,0.00
0.755,542.11,3.12,-0.00,1000.00,0.00,0.00
0.760,545.26,3.12,-0.00,1000.00,0.00,0.00
0.765,548.40,3.12,-0.00,1000.00,0.00,0.00
0.770,551.54,3.12,-0.00,1000.00,0.00,0.00
0.775,554.67,3.12,-0.00,1000.00,0.00,0.00
0.780,557.80,3.12,-0.00,1000.00,0.00,0.00
0.785,560.92,3.12,-0.00,1000.00,0.00,0.00
0.790,564.04,3.11,-0.00,1000.00,0.00,0.00
0.795,567.15,3.11,-0.00,1000.00,0.00,0.00
0.800,570.25,3.11,-0.00,1000.00,0.00,0.00
0.805,573.35,3.11,-0.00,1000.00,0.00,0.00
0.810,576.45,3.11,-0.00,1000.00,0.00,0.00
0.815,579.54,3.10,-0.00,1000.00,0.00,0.00
0.820,582.63,3.10,-0.00,1000.00,0.00,0.00
0.825,585.71,3.10,-0.00,1000.00,0.00,0.00
0.830,588.79,3.09,-0.00,1000.00,0.00,0.00
0.835,591.86,3.09,-0.00,1000.00,0.00,0.00
0.840,594.92,3.09,-0.00,1000.00,0.00,0.00
0.845,597.99,3.08,-0.00,1000.00,0.00,0.00
0.850,601.04,3.08,-0.00,1000.00,0.00,0.00
0.855,604.10,3.07,-0.00,1000.00,0.00,0.00
0.860,607.14,3.07,-0.00,1000.00,0.00,0.00
0.865,610.18,3.06,-0.00,1000.00,0.00,0.00
0.870,613.22,3.06,-0.00,1000.00,0.00,0.00
0.875,616.25,3.05,-0.00,1000.00,0.00,0.00
0.880,619.28,3.05,-0.00,1000.00,0.00,0.00
0.885,622.30,3.04,-0.00,1000.00,0.00,0.00
0.890,625.32,3.04,-0.00,1000.00,0.00,0.00
0.895,628.33,3.03,-0.00,1000.00,0.00,0.00
0.900,631.34,3.02,-0.00,1000.00,0.00,0.00
0.905,634.35,3.02,-0.00,1000.00,0.00,0.00
0.910,637.34,3.01,-0.00,1000.00,0.00,0.00
0.915,640.34,3.00,-0.00,1000.00,0.00,0.00
0.920,643.33,2.99,-0.00,1000.00,0.00,0.00
0.925,646.31,2.99,-0.00,1000.00,0.00,0.00
0.930,649.29,2.98,-0.00,1000.00,0.00,0.00
0.935,652.27,2.97,-0.00,1000.00,0.00,0.00
0.940,655.24,2.96,-0.00,1000.00,0.00,0.00
0.945,658.20,2.95,-0.00,1000.00,0.00,0.00
0.950,661.16,2.94,-0.00,1000.00,0.00,0.00
0.955,664.12,2.93,-0.00,1000.00,0.00,0.00
0.960,667.07,2.93,-0.00,1000.00,0.00,0.00
0.965,670.02,2.92,-0.00,1000.00,0.00,0.00
0.970,672.96,2.91,-0.00,1000.00,0.00,0.00
0.975,675.89,2.90,-0.00,1000.00,0.00,0.00
0.980,678.83,2.89,-0.00,1000.00,0.00,0.00
0.985,681.76,2.87,-0.00,1000.00,0.00,0.00
0.990,684.68,2.86,-0.00,1000.00,0.00,0.00
0.995,687.60,2.85,-0.00,1000.00,0.00,0.00
1.000,690.51,2.84,-0.00,1000.00,0.00,0.00
1.005,693.42,2.83,-0.00,1000.00,0.00,0.00
1.010,696.33,2.82,-0.00,1000.00,0.00,0.00
1.015,699.23,2.81,-0.00,1000.00,0.00,0.00
1.020,702.12,2.79,-0.00,1000.00,0.00,0.00
1.025,705.01,2.78,-0.00,1000.00,0.00,0.00
1.030,707.90,2.77,-0.00,1000.00,0.00,0.00
1.035,710.78,2.76,-0.00,1000.00,0.00,0.00
1.040,713.66,2.74,-0.00,1000.00,0.00,0.00
1.045,716.53,2.73,-0.00,1000.00,0.00,0.00
1.050,719.40,2.72,-0.00,1000.00,0.00,0.00
1.055,722.27,2.70,-0.00,1000.00,0.00,0.00
1.060,725.13,2.69,-0.00,1000.00,0.00,0.00
1.065,727.98,2.67,-0.00,1000.00,0.00,0.00
1.070,730.83,2.66,-0.00,1000.00,0.00,0.00
1.075,733.68,2.64,-0.00,1000.00,0.00,0.00
1.080,736.52,2.63,-0.00,1000.00,0.00,0.00
1.085,739.36,2.61,-0.00,1000.00,0.00,0.00
1.090,742.19,2.60,-0.00,1000.00,0.00,0.00
1.095,745.02,2.58,-0.00,1000.00,0.00,0.00
1.100,747.85,2.57,-0.00,1000.00,0.00,0.00
1.105,750.67,2.55,-0.00,1000.00,0.00,0.00
1.110,753.48,2.54,-0.00,1000.00,0.00,0.00
1.115,756.30,2.52,-0.00,1000.00,0.00,0.00
1.120,759.10,2.50,-0.00,1000.00,0.00,0.00
1.125,761.91,2.49,-0.00,1000.00,0.00,0.00
1.130,764.70,2.47,-0.00,1000.00,0.00,0.00
1.135,767.50,2.45,-0.00,1000.00,0.00,0.00
1.140,770.29,2.43,-0.00,1000.00,0.00,0.00
1.145,773.07,2.42,-0.00,1000.00,0.00,0.00
1.150,775.86,2.40,-0.00,1000.00,0.00,0.00
1.155,778.63,2.38,-0.00,1000.00,0.00,0.00
1.160,781.41,2.36,-0.00,1000.00,0.00,0.00
1.165,784.17,2.34,-0.00,1000.00,0.00,0.00
1.170,786.94,2.32,-0.00,1000.00,0.00,0.00
1.175,789.70,2.30,-0.00,1000.00,0.00,0.00
1.180,792.45,2.29,-0.00,1000.00,0.00,0.00
1.185,795.21,2.27,-0.00,1000.00,0.00,0.00
1.190,797.95,2.25,-0.00,1000.00,0.00,0.00
1.195,800.70,2.23,-0.00,1000.00,0.00,0.00
1.200,803.44,2.21,-0.00,1000.00,0.00,0.00
1.205,806.17,2.19,-0.00,1000.00,0.00,0.00
1.210,808.90,2.16,-0.00,1000.00,0.00,0.00
1.215,811.63,2.14,-0.00,1000.00,0.00,0.00
1.220,814.35,2.12,-0.00,1000.00,0.00,0.00
1.225,817.07,2.10,-0.00,1000.00,0.00,0.00
1.230,819.78,2.08,-0.00,1000.00,0.00,0.00
1.235,822.49,2.06,-0.00,1000.00,0.00,0.00
1.240,825.20,2.04,-0.00,1000.00,0.00,0.00
1.245,827.90,2.01,-0.00,1000.00,0.00,0.00
1.250,830.60,1.99,-0.00,1000.00,0.00,0.00
1.255,833.29,1.97,-0.00,1000.00,0.00,0.00
1.260,835.98,1.95,-0.00,1000.00,0.00,0.00
1.265,838.67,1.92,-0.00,1000.00,0.00,0.00
1.270,841.35,1.90,-0.00,1000.00,0.00,0.00
1.275,844.03,1.88,-0.00,1000.00,0.00,0.00
1.280,846.70,1.85,-0.00,1000.00,0.00,0.00
1.285,849.37,1.83,-0.00,1000.00,0.00,0.00
1.290,852.04,1.81,-0.00,1000.00,0.00,0.00
1.295,854.70,1.78,-0.00,1000.00,0.00,0.00
1.300,857.35,1.76,-0.00,1000.00,0.00,0.00
1.305,860.01,1.73,-0.00,1000.00,0.00,0.00
1.310,862.66,1.71,-0.00,1000.00,0.00,0.00
1.315,865.30,1.68,-0.00,1000.00,0.00,0.00
1.320,867.94,1.66,-0.00,1000.00,0.00,0.00
1.325,870.58,1.63,-0.00,1000.00,0.00,0.00
1.330,873.22,1.61,-0.00,1000.00,0.00,0.00
1.335,875.85,1.58,-0.00,1000.00,0.00,0.00
1.340,878.47,1.55,-0.00,1000.00,0.00,0.00
1.345,881.09,1.53,-0.00,1000.00,0.00,0.00
1.350,883.71,1.50,-0.00,1000.00,0.00,0.00
1.355,886.33,1.47,-0.00,1000.00,0.00,0.00
1.360,888.94,1.45,-0.00,1000.00,0.00,0.00
1.365,891.54,1.42,-0.00,1000.00,0.00,0.00
1.370,894.14,1.39,-0.00,1000.00,0.00,0.00
1.375,896.74,1.37,-0.00,1000.00,0.00,0.00
1.380,899.34,1.34,-0.00,1000.00,0.00,0.00
1.385,901.93,1.31,-0.00,1000.00,0.00,0.00
1.390,904.52,1.28,-0.00,1000.00,0.00,0.00
1.395,907.10,1.25,-0.00,1000.00,0.00,0.00
1.400,909.68,1.23,-0.00,1000.00,0.00,0.00
1.405,912.25,1.20,-0.00,1000.00,0.00,0.00
1.410,914.83,1.17,-0.00,1000.00,0.00,0.00
1.415,917.39,1.14,-0.00,1000.00,0.00,0.00
1.420,919.96,1.11,-0.00,1000.00,0.00,0.00
1.425,922.52,1.08,-0.00,1000.00,0.00,0.00
1.430,925.08,1.05,-0.00,1000.00,0.00,0.00
1.435,927.63,1.02,-0.00,1000.00,0.00,0.00
1.440,930.18,0.99,-0.00,1000.00,0.00,0.00
1.445,932.72,0.96,-0.00,1000.00,0.00,0.00
1.450,935.27,0.93,-0.00,1000.00,0.00,0.00
1.455,937.80,0.90,-0.00,1000.00,0.00,0.00
1.460,940.34,0.87,-0.00,1000.00,0.00,0.00
1.465,942.87,0.84,-0.00,1000.00,0.00,0.00
1.470,945.40,0.80,-0.00,1000.00,0.00,0.00
1.475,947.92,0.77,-0.00,1000.00,0.00,0.00
1.480,950.44,0.74,-0.00,1000.00,0.00,0.00
1.485,952.95,0.71,-0.00,1000.00,0.00,0.00
1.490,955.47,0.68,-0.00,1000.00,0.00,0.00
1.495,957.98,0.64,-0.00,1000.00,0.00,0.00
1.500,960.48,0.61,-0.00,1000.00,0.00,0.00
1.505,962.98,0.58,-0.00,1000.00,0.00,0.00
1.510,965.48,0.55,-0.00,1000.00,0.00,0.00
1.515,967.97,0.51,-0.00,1000.00,0.00,0.00
1.520,970.46,0.48,-0.00,1000.00,0.00,0.00
1.525,972.95,0.44,-0.00,1000.00,0.00,0.00
1.530,975.43,0.41,-0.00,1000.00,0.00,0.00
1.535,977.91,0.38,-0.00,1000.00,0.00,0.00
1.540,980.39,0.34,-0.00,1000.00,0.00,0.00
1.545,982.86,0.31,-0.00,1000.00,0.00,0.00
1.550,985.33,0.27,-0.00,1000.00,0.00,0.00
1.555,987.80,0.24,-0.00,1000.00,0.00,0.00
1.560,990.26,0.20,-0.00,1000.00,0.00,0.00
1.565,992.72,0.17,-0.00,1000.00,0.00,0.00
1.570,995.17,0.13,-0.00,1000.00,0.00,0.00
1.575,997.62,0.10,-0.00,1000.00,0.00,0.00
1.580,1000.07,0.06,-0.00,1000.00,0.00,0.00
1.585,1002.51,0.03,-0.00,1000.00,0.00,0.00
